candidate,sample_id,category,unified_loss,quality_level,jump_count,trim_count,off_mask_stitch_length_mm,visible_connector_count,dst_path,target_mask_path,target_pixels,adaptive_target_pixels,stitch_pixels,overlap_pixels,off_target_pixels,adaptive_overlap_pixels,adaptive_off_target_pixels,coverage_ratio,stitch_precision_ratio,adaptive_coverage_ratio,adaptive_stitch_precision_ratio,overfill_outside_adaptive_ratio,line_radius_px,adaptive_precision_radius_px,target_width_mm
public_benchmark_v1_ext33_m2_59_grouped_topology_g_d1_c20_i075_s5_min12_p80,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_m2_59_grouped_topology_g_d1_c20_i075_s5_min12_p80\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,7744,5423,2321,7577,167,0.919464,0.700284,0.826371,0.978435,0.021565,2,2,90.0
public_benchmark_v1_ext33_m2_59_grouped_topology_g_d1_c20_i075_s5_min12_p80,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_m2_59_grouped_topology_g_d1_c20_i075_s5_min12_p80\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,9849,7129,2720,9724,125,0.945491,0.72383,0.859011,0.987308,0.012692,2,2,90.0
public_benchmark_v1_ext33_m2_59_grouped_topology_g_d1_c20_i075_s5_min12_p80,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_m2_59_grouped_topology_g_d1_c20_i075_s5_min12_p80\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,7859,5401,2458,7683,176,0.894798,0.687238,0.838024,0.977605,0.022395,2,2,90.0
public_benchmark_v1_ext33_m2_59_grouped_topology_g_d1_c20_i075_s5_min12_p80,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_m2_59_grouped_topology_g_d1_c20_i075_s5_min12_p80\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,12038,7977,4061,11866,172,0.987986,0.662652,0.918919,0.985712,0.014288,2,2,90.0
public_benchmark_v1_ext33_m2_59_grouped_topology_g_d1_c20_i075_s5_min12_p80,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_m2_59_grouped_topology_g_d1_c20_i075_s5_min12_p80\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,8592,5872,2720,8477,115,0.994917,0.683426,0.90838,0.986615,0.013385,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,14851,7585,7266,11575,3276,0.999605,0.51074,0.977701,0.779409,0.220591,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,13693,8224,5469,11831,1862,0.997816,0.600599,0.96187,0.864018,0.135982,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,16064,5046,11018,7947,8117,1.0,0.314119,1.0,0.494709,0.505291,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,7440,5252,2188,7253,187,0.890471,0.705914,0.791035,0.974866,0.025134,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,11274,7458,3816,10276,998,0.989125,0.661522,0.907774,0.911478,0.088522,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8162,5489,2673,7865,297,0.909377,0.672507,0.857875,0.963612,0.036388,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,12017,7977,4040,11857,160,0.987986,0.66381,0.918222,0.986686,0.013314,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_combo_rescue_selector\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,7970,5847,2123,7902,68,0.990681,0.733626,0.846764,0.991468,0.008532,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10029,6769,3260,9837,192,0.892066,0.674943,0.830898,0.980856,0.019144,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,10407,7802,2605,10281,126,0.946615,0.749688,0.835854,0.987893,0.012107,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7209,4775,2434,7099,110,0.946294,0.662366,0.893293,0.984741,0.015259,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,7829,5466,2363,7612,217,0.926755,0.698173,0.830189,0.972283,0.027717,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,10012,7156,2856,9825,187,0.949072,0.714742,0.867933,0.981322,0.018678,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8026,5453,2573,7805,221,0.903413,0.679417,0.851331,0.972464,0.027536,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,12017,7977,4040,11857,160,0.987986,0.66381,0.918222,0.986686,0.013314,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route24_f20_min12\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,8592,5872,2720,8477,115,0.994917,0.683426,0.90838,0.986615,0.013385,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10029,6769,3260,9837,192,0.892066,0.674943,0.830898,0.980856,0.019144,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,10606,7862,2744,10407,199,0.953895,0.741279,0.846098,0.981237,0.018763,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7303,4789,2514,7126,177,0.949069,0.655758,0.896691,0.975763,0.024237,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,7829,5466,2363,7612,217,0.926755,0.698173,0.830189,0.972283,0.027717,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,10012,7156,2856,9825,187,0.949072,0.714742,0.867933,0.981322,0.018678,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8162,5489,2673,7865,297,0.909377,0.672507,0.857875,0.963612,0.036388,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,12017,7977,4040,11857,160,0.987986,0.66381,0.918222,0.986686,0.013314,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min12\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,8645,5872,2773,8482,163,0.994917,0.679237,0.908916,0.981145,0.018855,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10029,6769,3260,9837,192,0.892066,0.674943,0.830898,0.980856,0.019144,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,10323,7655,2668,10128,195,0.928779,0.741548,0.823415,0.98111,0.01889,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7078,4641,2437,6916,162,0.919738,0.655694,0.870266,0.977112,0.022888,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,7440,5252,2188,7253,187,0.890471,0.705914,0.791035,0.974866,0.025134,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,10014,7109,2905,9751,263,0.942838,0.709906,0.861396,0.973737,0.026263,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,7710,5082,2628,7345,365,0.841948,0.659144,0.801156,0.952659,0.047341,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,11774,7753,4021,11584,190,0.960243,0.658485,0.89708,0.983863,0.016137,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c20_i095_route32_f26_min20\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,8586,5808,2778,8403,183,0.984073,0.67645,0.90045,0.978686,0.021314,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10029,6769,3260,9837,192,0.892066,0.674943,0.830898,0.980856,0.019144,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,10606,7862,2744,10407,199,0.953895,0.741279,0.846098,0.981237,0.018763,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7303,4789,2514,7126,177,0.949069,0.655758,0.896691,0.975763,0.024237,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,7829,5466,2363,7612,217,0.926755,0.698173,0.830189,0.972283,0.027717,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,9960,7156,2804,9805,155,0.949072,0.718474,0.866166,0.984438,0.015562,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8162,5489,2673,7865,297,0.909377,0.672507,0.857875,0.963612,0.036388,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,12017,7977,4040,11857,160,0.987986,0.66381,0.918222,0.986686,0.013314,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r0_c24_i090_route36_f30_min12\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,8645,5872,2773,8482,163,0.994917,0.679237,0.908916,0.981145,0.018855,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10029,6769,3260,9837,192,0.892066,0.674943,0.830898,0.980856,0.019144,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,10636,7866,2770,10414,222,0.95438,0.739564,0.846667,0.979127,0.020873,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7311,4784,2527,7121,190,0.948078,0.654356,0.896061,0.974012,0.025988,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,7877,5456,2421,7605,272,0.925059,0.692649,0.829425,0.965469,0.034531,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,10016,7150,2866,9820,196,0.948276,0.713858,0.867491,0.980431,0.019569,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8180,5486,2694,7857,323,0.90888,0.67066,0.857003,0.960513,0.039487,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,12017,7977,4040,11857,160,0.987986,0.66381,0.918222,0.986686,0.013314,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c20_i095_route32_f26_min12\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,8645,5872,2773,8482,163,0.994917,0.679237,0.908916,0.981145,0.018855,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10029,6769,3260,9837,192,0.892066,0.674943,0.830898,0.980856,0.019144,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,10636,7866,2770,10414,222,0.95438,0.739564,0.846667,0.979127,0.020873,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7311,4784,2527,7121,190,0.948078,0.654356,0.896061,0.974012,0.025988,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,7877,5456,2421,7605,272,0.925059,0.692649,0.829425,0.965469,0.034531,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,9964,7150,2814,9800,164,0.948276,0.717583,0.865724,0.983541,0.016459,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8180,5486,2694,7857,323,0.90888,0.67066,0.857003,0.960513,0.039487,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,12017,7977,4040,11857,160,0.987986,0.66381,0.918222,0.986686,0.013314,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_mp_d0_r1_c24_i090_route36_f30_min12\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,8645,5872,2773,8482,163,0.994917,0.679237,0.908916,0.981145,0.018855,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,14851,7585,7266,11575,3276,0.999605,0.51074,0.977701,0.779409,0.220591,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,13693,8224,5469,11831,1862,0.997816,0.600599,0.96187,0.864018,0.135982,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,16064,5046,11018,7947,8117,1.0,0.314119,1.0,0.494709,0.505291,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,7829,5466,2363,7612,217,0.926755,0.698173,0.830189,0.972283,0.027717,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,11274,7458,3816,10276,998,0.989125,0.661522,0.907774,0.911478,0.088522,2,2,90.0
