candidate,sample_id,category,unified_loss,quality_level,jump_count,trim_count,off_mask_stitch_length_mm,visible_connector_count,dst_path,target_mask_path,target_pixels,adaptive_target_pixels,stitch_pixels,overlap_pixels,off_target_pixels,adaptive_overlap_pixels,adaptive_off_target_pixels,coverage_ratio,stitch_precision_ratio,adaptive_coverage_ratio,adaptive_stitch_precision_ratio,overfill_outside_adaptive_ratio,line_radius_px,adaptive_precision_radius_px,target_width_mm
public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8162,5489,2673,7865,297,0.909377,0.672507,0.857875,0.963612,0.036388,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,12017,7977,4040,11857,160,0.987986,0.66381,0.918222,0.986686,0.013314,2,2,90.0
public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_m2_60_maskpath_rescue_selector\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,7970,5847,2123,7902,68,0.990681,0.733626,0.846764,0.991468,0.008532,2,2,90.0
public_benchmark_v1_ext33_m2_66_profile_switcher,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_m2_66_profile_switcher\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10613,7193,3420,9780,833,0.947944,0.677754,0.826083,0.921511,0.078489,2,2,90.0
public_benchmark_v1_ext33_m2_66_profile_switcher,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_m2_66_profile_switcher\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,13693,8224,5469,11831,1862,0.997816,0.600599,0.96187,0.864018,0.135982,2,2,90.0
public_benchmark_v1_ext33_m2_66_profile_switcher,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_m2_66_profile_switcher\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7416,4982,2434,6902,514,0.987317,0.671791,0.868504,0.93069,0.06931,2,2,90.0
public_benchmark_v1_ext33_m2_66_profile_switcher,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_m2_66_profile_switcher\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,7829,5466,2363,7612,217,0.926755,0.698173,0.830189,0.972283,0.027717,2,2,90.0
public_benchmark_v1_ext33_m2_66_profile_switcher,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_m2_66_profile_switcher\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,11274,7458,3816,10276,998,0.989125,0.661522,0.907774,0.911478,0.088522,2,2,90.0
public_benchmark_v1_ext33_m2_66_profile_switcher,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_m2_66_profile_switcher\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8162,5489,2673,7865,297,0.909377,0.672507,0.857875,0.963612,0.036388,2,2,90.0
public_benchmark_v1_ext33_m2_66_profile_switcher,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_m2_66_profile_switcher\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,12017,7977,4040,11857,160,0.987986,0.66381,0.918222,0.986686,0.013314,2,2,90.0
public_benchmark_v1_ext33_m2_66_profile_switcher,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_m2_66_profile_switcher\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,7970,5847,2123,7902,68,0.990681,0.733626,0.846764,0.991468,0.008532,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,10613,7193,3420,9780,833,0.947944,0.677754,0.826083,0.921511,0.078489,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,11298,8174,3124,10893,405,0.99175,0.723491,0.88561,0.964153,0.035847,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,7276,4939,2337,6786,490,0.978795,0.678807,0.853907,0.932655,0.067345,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,7730,5493,2237,7387,343,0.931333,0.710608,0.805649,0.955627,0.044373,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,10130,7243,2887,9682,448,0.96061,0.715005,0.8553,0.955775,0.044225,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,8226,5724,2502,7601,625,0.94831,0.695842,0.829079,0.924021,0.075979,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,11394,7540,3854,10483,911,0.933862,0.661752,0.811818,0.920046,0.079954,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_inset2_rows16_p40\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,7970,5847,2123,7902,68,0.990681,0.733626,0.846764,0.991468,0.008532,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,14851,7585,7266,11575,3276,0.999605,0.51074,0.977701,0.779409,0.220591,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,15533,8239,7294,12091,3442,0.999636,0.530419,0.983008,0.778407,0.221593,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,9278,5040,4238,7696,1582,0.998811,0.543221,0.968416,0.829489,0.170511,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,11703,5893,5810,9009,2694,0.999152,0.503546,0.98255,0.769803,0.230197,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,13342,7540,5802,11098,2244,1.0,0.565133,0.980389,0.831809,0.168191,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,11076,6034,5042,8867,2209,0.999669,0.544782,0.967168,0.80056,0.19944,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,15274,8074,7200,12544,2730,1.0,0.528611,0.971424,0.821265,0.178735,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_nearestrow_rows16_p40\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,10922,5899,5023,9111,1811,0.999492,0.540103,0.976318,0.834188,0.165812,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,17961,7588,10373,11803,6158,1.0,0.422471,0.996959,0.657146,0.342854,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,18446,8241,10205,12269,6177,0.999879,0.446764,0.99748,0.665131,0.334869,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,12137,5044,7093,7912,4225,0.999604,0.415589,0.995596,0.651891,0.348109,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,12966,5896,7070,9103,3863,0.999661,0.454728,0.992802,0.702067,0.297933,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,16798,7540,9258,11306,5492,1.0,0.448863,0.998763,0.673056,0.326944,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,14777,6036,8741,9142,5635,1.0,0.408473,0.997164,0.618664,0.381336,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,19003,8074,10929,12894,6109,1.0,0.42488,0.998529,0.678524,0.321476,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in2_rows16_p40\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,13434,5902,7532,9319,4115,1.0,0.439333,0.998607,0.693688,0.306312,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,17411,7587,9824,11682,5729,0.999868,0.435759,0.986739,0.670955,0.329045,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,18312,8240,10072,12142,6170,0.999757,0.449978,0.987154,0.663062,0.336938,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,11981,5040,6941,7784,4197,0.998811,0.420666,0.979489,0.649695,0.350305,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,12999,5893,7106,9059,3940,0.999152,0.453343,0.988003,0.6969,0.3031,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,16639,7540,9099,11167,5472,1.0,0.453152,0.986484,0.671134,0.328866,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,14570,6034,8536,9037,5533,0.999669,0.414139,0.985711,0.620247,0.379753,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,17729,8074,9655,12733,4996,1.0,0.455412,0.986061,0.718202,0.281798,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_in3_rows16_p40\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,13288,5902,7386,9255,4033,1.0,0.44416,0.991749,0.696493,0.303507,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,19244,7588,11656,11837,7407,1.0,0.394305,0.999831,0.615101,0.384899,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,18966,8241,10725,12277,6689,0.999879,0.434514,0.99813,0.647316,0.352684,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,12806,5046,7760,7947,4859,1.0,0.394034,1.0,0.620568,0.379432,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,13384,5896,7488,9113,4271,0.999661,0.440526,0.993892,0.680888,0.319112,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,17450,7540,9910,11318,6132,1.0,0.432092,0.999823,0.648596,0.351404,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,15284,6036,9248,9160,6124,1.0,0.394923,0.999127,0.59932,0.40068,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,20501,8074,12427,12910,7591,1.0,0.393834,0.999768,0.629725,0.370275,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_ext_rows16_p40\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,13755,5902,7853,9314,4441,1.0,0.42908,0.998071,0.677136,0.322864,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40,qd_001,cat,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40\qd_001\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_001_mask.png,7588,11839,19239,7588,11651,11837,7402,1.0,0.394407,0.999831,0.615261,0.384739,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40,qd_002,dog,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40\qd_002\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_002_mask.png,8242,12300,19531,8242,11289,12300,7231,1.0,0.421996,1.0,0.629768,0.370232,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40,qd_003,fish,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40\qd_003\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_003_mask.png,5046,7947,12828,5046,7782,7947,4881,1.0,0.393358,1.0,0.619504,0.380496,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40,qd_004,flower,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40\qd_004\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_004_mask.png,5898,9169,13767,5898,7869,9163,4604,1.0,0.428416,0.999346,0.665577,0.334423,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40,qd_005,bicycle,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40\qd_005\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_005_mask.png,7540,11320,17536,7540,9996,11318,6218,1.0,0.429973,0.999823,0.645415,0.354585,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40,qd_006,bird,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40\qd_006\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_006_mask.png,6036,9168,15372,6036,9336,9168,6204,1.0,0.392662,1.0,0.596409,0.403591,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40,qd_007,moon,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40\qd_007\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_007_mask.png,8074,12913,20501,8074,12427,12910,7591,1.0,0.393834,0.999768,0.629725,0.370275,2,2,90.0
public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40,qd_008,star,,,,,,,results\public_benchmark_v1_ext33_mask_fill_edgewalk_outline_rows16_p40\qd_008\prediction.dst,datasets\public_benchmark_v1_ext33\quickdraw_10\qd_008_mask.png,5902,9332,14453,5902,8551,9331,5122,1.0,0.408358,0.999893,0.64561,0.35439,2,2,90.0
