rank,hidden_dim,lr,weight_decay,epochs,seed,accuracy,mean_unified_loss,mean_hard_score,mean_jump_count,mean_trim_count,mean_off_mask_stitch_length_mm,mean_visible_connector_count
356,4,0.05,0.001,600,3,0.25,0.62936543,71.78620085,181.0,30.25,265.90135,57.5
357,16,0.005,0.0,600,3,0.0,0.6335562,74.1383312,239.5,29.75,269.4982,56.25
358,16,0.005,0.0001,600,3,0.0,0.6335562,74.1383312,239.5,29.75,269.4982,56.25
359,16,0.005,0.001,600,3,0.0,0.6335562,74.1383312,239.5,29.75,269.4982,56.25
360,16,0.005,0.01,600,3,0.0,0.6335562,74.1383312,239.5,29.75,269.4982,56.25
361,32,0.005,0.0,600,5,0.25,0.62186522,156.75776105,153.25,25.0,611.3805,187.0
362,32,0.005,0.0001,600,5,0.25,0.62186522,156.75776105,153.25,25.0,611.3805,187.0
363,32,0.005,0.001,600,5,0.25,0.62186522,156.75776105,153.25,25.0,611.3805,187.0
364,32,0.005,0.01,600,5,0.25,0.62186522,156.75776105,153.25,25.0,611.3805,187.0
365,32,0.01,0.0,600,5,0.25,0.62186522,156.75776105,153.25,25.0,611.3805,187.0
366,32,0.01,0.0001,600,5,0.25,0.62186522,156.75776105,153.25,25.0,611.3805,187.0
367,32,0.01,0.001,600,5,0.25,0.62186522,156.75776105,153.25,25.0,611.3805,187.0
368,32,0.01,0.01,600,5,0.25,0.62186522,156.75776105,153.25,25.0,611.3805,187.0
369,32,0.005,0.0,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
370,32,0.005,0.0001,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
371,32,0.005,0.001,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
372,32,0.005,0.01,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
373,32,0.01,0.0,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
374,32,0.01,0.0001,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
375,32,0.01,0.001,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
376,32,0.01,0.01,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
377,32,0.03,0.0,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
378,32,0.03,0.0001,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
379,32,0.03,0.001,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
380,32,0.03,0.01,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
381,32,0.05,0.0,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
382,32,0.05,0.0001,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
383,32,0.05,0.001,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
384,32,0.05,0.01,600,1,0.25,0.62322806,166.0633791,160.75,26.25,648.247875,200.0
